runtime: 6.76
runtime: 0.00
(32, 32)  3   db2 error 6.161e-11 True
         1033043 function calls (1021110 primitive calls) in 15.470 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:28(<dictcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 __init__.py:19(Future)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:613(_load_backward_compatible)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.002    0.002 _crash_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _VF.py:25(__getattr__)
        3    0.000    0.000    0.000    0.000 _tensor.py:19(_wrap_type_error_to_not_implemented)
        1    0.000    0.000    0.000    0.000 geometric.py:10(Geometric)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(LoggerAdapter)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:881(is_scripting)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1007(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 normal.py:11(Normal)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:22(add_docstr_all)
        5    0.000    0.000    0.000    0.000 __init__.py:404(device_count)
        1    0.000    0.000    0.000    0.000 dviread.py:516(DviFont)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 combinatorics.py:9(SamplerIterDataPipe)
        1    0.000    0.000    0.000    0.000 callable.py:28(MapIterDataPipe)
        1    0.000    0.000    0.000    0.000 offsetbox.py:651(DrawingArea)
        1    0.000    0.000    0.000    0.000 selecting.py:9(FilterIterDataPipe)
        1    0.000    0.000    0.000    0.000 transforms.py:38(Transform)
       33    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:10(LogitRelaxedBernoulli)
       30    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 conv.py:591(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 studentT.py:10(StudentT)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2105(sum)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        4    0.000    0.000    0.000    0.000 re.py:223(split)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
        4    0.000    0.000    0.000    0.000 __init__.py:8(set_module)
        1    0.000    0.000    0.000    0.000 conv.py:445(Conv3d)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        2    0.000    0.000    0.000    0.000 _asserts.py:54(_check_complex_components_individually)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _check.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quasirandom.py:5(SobolEngine)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        3    0.000    0.000    0.000    0.000 _six.py:29(with_metaclass)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:645(_copy_to_script_wrapper)
        1    0.000    0.000    0.000    0.000 rcsetup.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 conv.py:1(<module>)
       16    0.000    0.000    0.000    0.000 observer.py:27(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.000    0.000 request.py:1697(URLopener)
        2    0.000    0.000    0.000    0.000 _pyio.py:1228(__init__)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:67(Embedding)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3234(_apply_env_variables)
       11    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 dates.py:1124(RRuleLocator)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 rrule.py:1416(_rrulestr)
        1    0.000    0.000    0.000    0.000 _atfork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 activation.py:873(MultiheadAttention)
       28    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        8    0.000    0.000    0.000    0.000 mathtext.py:1903(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:12(RoutedDecoderIterDataPipe)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:1(<module>)
       32    0.000    0.000    0.000    0.000 multiarray.py:634(result_type)
        1    0.000    0.000    0.000    0.000 offsetbox.py:179(OffsetBox)
        1    0.000    0.000    0.000    0.000 _digraph.py:1(DiGraph)
        1    0.000    0.000    0.000    0.000 _recursive.py:312(ConcreteTypeStore)
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _typing.py:95(_decompose_type)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 __init__.py:119(CudnnModule)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:52(LazyModuleMixin)
        1    0.000    0.000    0.000    0.000 hooks.py:9(RemovableHandle)
        1    0.000    0.000    0.000    0.000 _multilevel.py:1194(FswavedecnResult)
        1    0.000    0.000    0.000    0.000 functional_modules.py:127(QFunctional)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        1    0.000    0.000    0.000    0.000 dataset.py:215(ConcatDataset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:557(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 conv.py:237(Conv1d)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 normalization.py:62(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 pathlib.py:313(compile_pattern)
        1    0.000    0.000    0.000    0.000 image.py:1010(NonUniformImage)
        5    0.000    0.000    0.000    0.000 qconfig.py:66(__new__)
        1    0.000    0.000    0.000    0.000 collections.py:1233(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pyio.py:1782(isatty)
        1    0.000    0.000    0.000    0.000 adagrad.py:6(Adagrad)
        1    0.000    0.000    0.000    0.000 activation.py:173(Hardtanh)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        1    0.000    0.000    0.000    0.000 _pyio.py:313(IOBase)
        1    0.000    0.000    0.000    0.000 pooling.py:399(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 __init__.py:50(cuFFTPlanCacheManager)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 ast.py:51(literal_eval)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        6    0.000    0.000    0.000    0.000 rcsetup.py:340(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 pathlib.py:845(with_name)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 __init__.py:32(__enter__)
        1    0.000    0.000    0.000    0.000 distributed.py:12(DistributedSampler)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
       30    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 patches.py:698(Rectangle)
        1    0.000    0.000    0.000    0.000 adamax.py:5(Adamax)
        1    0.000    0.000    0.000    0.000 grad_mode.py:18(_DecoratorContextManager)
        1    0.000    0.000    0.000    0.000 matmul_transform_2d.py:397(MatrixWaverec2d)
       24    0.000    0.000    0.000    0.000 dviread.py:135(_dispatch)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:302(__init__)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 geo.py:229(_GeoTransform)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        7    0.000    0.000    0.000    0.000 rrule.py:69(__init__)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1893(RectangleSelector)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 profiler.py:328(profile)
        1    0.000    0.000    0.000    0.000 conv.py:921(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        1    0.000    0.000    0.000    0.000 printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
        1    0.000    0.000    0.000    0.000 combinatorics.py:46(ShuffleIterDataPipe)
        1    0.000    0.000    0.000    0.000 exponential.py:9(Exponential)
        1    0.000    0.000    0.000    0.000 gamma.py:13(Gamma)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 loss.py:1429(TripletMarginWithDistanceLoss)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 activation.py:1289(LogSoftmax)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
       23    0.000    0.000    0.000    0.000 typing.py:1149(cast)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:10(ExpRelaxedCategorical)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4246(<genexpr>)
        1    0.000    0.000    0.000    0.000 linear.py:101(Linear)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 laplace.py:8(Laplace)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 scale.py:204(LogTransform)
        1    0.000    0.000    0.000    0.000 functional_modules.py:80(FXFloatFunctional)
        1    0.000    0.000    0.000    0.000 function.py:199(once_differentiable)
        1    0.000    0.000    0.000    0.000 _pyio.py:778(_BufferedIOMixin)
        1    0.000    0.000    0.000    0.000 _text_layout.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_registry.py:37(backend_registered)
        1    0.000    0.000    0.000    0.000 patches.py:3564(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 std.py:67(TRLock)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:196(FixedQParamsFakeQuantize)
        1    0.000    0.000    0.000    0.000 gumbel.py:11(Gumbel)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 rnn.py:27(PackedSequence)
        2    0.000    0.000    0.000    0.000 __init__.py:411(get_arch_list)
        1    0.000    0.000    0.000    0.000 transforms.py:383(IndependentTransform)
        2    0.000    0.000    0.000    0.000 linear.py:5(Linear)
        2    0.000    0.000    0.000    0.000 __init__.py:375(_FuncPtr)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        1    0.000    0.000    0.000    0.000 quasirandom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(mean)
        2    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        1    0.000    0.000    0.000    0.000 fold.py:9(Fold)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 dirichlet.py:29(Dirichlet)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 ticker.py:2372(LogLocator)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(allclose)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        3    0.000    0.000    0.000    0.000 __init__.py:1663(getEffectiveLevel)
        6    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:753(_define_guard)
        1    0.000    0.000    0.000    0.000 decoder.py:258(Decoder)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
       16    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        8    0.000    0.000    0.000    0.000 enum.py:602(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 _six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1772(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 {instance}
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 _typing.py:253(_DataPipeMeta)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:31(Cursors)
        1    0.000    0.000    0.000    0.000 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:210(device)
        1    0.000    0.000    0.000    0.000 pathlib.py:458(_make_selector)
        1    0.000    0.000    0.000    0.000 cauchy.py:11(Cauchy)
        3    0.000    0.000    0.000    0.000 dataclasses.py:573(_cmp_fn)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 __init__.py:637(RcParams)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 animation.py:789(HTMLWriter)
        1    0.000    0.000    0.000    0.000 poisson.py:9(Poisson)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        1    0.000    0.000    0.000    0.000 mathtext.py:378(Fonts)
        1    0.000    0.000    0.000    0.000 pathlib.py:488(select_from)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.000    0.000 dataloader.py:484(_BaseDataLoaderIter)
        4    0.000    0.000    0.000    0.000 dataclasses.py:320(field)
        1    0.000    0.000    0.000    0.000 _thresholding.py:6(<module>)
        2    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
       12    0.000    0.000    0.000    0.000 _typing.py:220(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:763(ConvTranspose3d)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 rcsetup.py:459(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        5    0.000    0.000    0.000    0.000 _core.py:312(__add__)
        1    0.000    0.000    0.000    0.000 stubs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sgd.py:5(SGD)
       10    0.000    0.000    0.000    0.000 rcsetup.py:765(_validate_greaterequal0_lessthan1)
        3    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:1746(Affine2DBase)
        1    0.000    0.000    0.000    0.000 profiler.py:571(record_function)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:244(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.000    0.000 transforms.py:1613(TransformWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
        2    0.000    0.000    0.000    0.000 _ops.py:75(__getattr__)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:10(FisherSnedecor)
        6    0.000    0.000    0.000    0.000 pathlib.py:1189(stat)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       32    0.000    0.000    0.000    0.000 inspect.py:2849(return_annotation)
        2    0.000    0.000    0.000    0.000 _utils_internal.py:23(get_file_path)
        1    0.000    0.000    0.000    0.000 normalization.py:181(GroupNorm)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:62(<setcomp>)
        1    0.000    0.000    0.000    0.000 _pyio.py:2045(_configure)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:25(MkldnnModule)
        1    0.000    0.000    0.000    0.000 _datasource.py:198(DataSource)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       16    0.000    0.000    0.000    0.000 _script.py:827(_make_fail)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        3    0.000    0.000    0.000    0.000 __init__.py:2356(_backend_module_name)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        2    0.000    0.000    0.000    0.000 _ops.py:52(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:1218(LogitFormatter)
        1    0.000    0.000    0.000    0.000 sampler.py:72(RandomSampler)
        1    0.000    0.000    0.000    0.000 instancenorm.py:7(_InstanceNorm)
        4    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        3    0.000    0.000    0.001    0.000 dataclasses.py:1010(wrap)
       12    0.000    0.000    0.000    0.000 rcsetup.py:424(validate_fontweight)
        1    0.000    0.000    0.000    0.000 pooling.py:12(_MaxPoolNd)
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:2(<module>)
        1    0.000    0.000    0.000    0.000 combining.py:7(ConcatIterDataPipe)
        2    0.000    0.000    0.000    0.000 dataclasses.py:587(_hash_fn)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 animation.py:172(AbstractMovieWriter)
        1    0.000    0.000    0.000    0.000 batchnorm.py:549(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
        9    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        6    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 dates.py:1697(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 batchnorm.py:14(_NormBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 textpath.py:336(TextPath)
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        3    0.000    0.000    0.000    0.000 constraints.py:102(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:440(Conv3d)
        1    0.000    0.000    0.000    0.000 padding.py:13(_ConstantPadNd)
        1    0.000    0.000    0.000    0.000 listdirfiles.py:5(ListDirFilesIterDataPipe)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:40(ToolBase)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:7(Directory)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 ticker.py:1909(LinearLocator)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:61(FakeQuantize)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:649(<listcomp>)
       28    0.000    0.000    0.000    0.000 _pyio.py:844(raw)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 patches.py:3828(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:1375(Ellipse)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isclose)
        1    0.000    0.000    0.000    0.000 collections.py:1464(EventCollection)
       12    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
        1    0.000    0.000    0.000    0.000 weight_norm.py:10(WeightNorm)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 readfilesfromzip.py:11(ReadFilesFromZipIterDataPipe)
       10    0.000    0.000    0.000    0.000 _decorator.py:14(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:669(PngImageFile)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:2249(Path)
        1    0.000    0.000    0.000    0.000 subprocess.py:1759(_try_wait)
        1    0.000    0.000    0.000    0.000 profiler.py:842(FunctionEvent)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:86(LayerNorm)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        2    0.000    0.000    0.000    0.000 subprocess.py:1074(wait)
        1    0.000    0.000    0.000    0.000 internal.py:40(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1173(__iter__)
        1    0.000    0.000    0.000    0.000 pooling.py:253(MaxUnpool1d)
        3    0.000    0.000    0.000    0.000 inspect.py:1195(formatannotation)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(LockableBbox)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:87(RelaxedOneHotCategorical)
        5    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        4    0.000    0.000    0.000    0.000 dataclasses.py:414(_field_init)
        1    0.000    0.000    0.000    0.000 scale.py:515(LogitTransform)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 _script.py:782(_get_methods)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert)
        1    0.000    0.000    0.000    0.000 axis.py:2253(YAxis)
        1    0.000    0.000    0.000    0.000 observer.py:1041(RecordingObserver)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _importlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1230(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        2    0.000    0.000    0.000    0.000 __init__.py:42(__init__)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1135(_TensorExtractor)
        1    0.000    0.000    0.000    0.000 __init__.py:16(Quantize)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sum)
        3    0.000    0.000    0.000    0.000 _six.py:39(__prepare__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:8(EmbeddingPackedParams)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 _trace.py:1003(TracedModule)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
